name,price,speed,modules,price_per_gb,color,first_word_latency,cas_latency
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5200","1,32",,White,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","2,16",,White,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","1,32",,Black,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,5600","1,32",,White,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5200","2,32",,Black,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5200","2,32",,White,14.615,38
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5600","2,32",,Black,14.286,40
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,5600","2,32",,White,14.286,40
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3200","1,16",,Silver / Black,10,16
Silicon Power XPOWER Turbine RGB 16 GB,,"4,3600","1,16",,Silver / Black,10,18
Silicon Power XPOWER Turbine RGB 32 GB,,"4,3200","2,16",,Silver / Black,10,16
Silicon Power XPOWER Turbine RGB 32 GB,,"4,4133","2,16",,Silver / Black,9.194,19
Silicon Power XPOWER Zenith RGB Gaming 8 GB,,"4,3600","1,8",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3200","1,16",,Black,10,16
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3600","1,16",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"4,3600","1,16",,Black,10,18
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3200","2,16",,Black,10,16
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"4,3600","2,16",,Black,10,18
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5200","1,8",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","1,16",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","1,16",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","2,8",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5200","2,8",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","2,16",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","2,16",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","1,32",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5200","1,32",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","2,16",,White,14.286,40
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5200","2,32",,Black,14.615,38
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5200","2,32",,White,14.615,38
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5600","2,32",,Black,14.286,40
Silicon Power XPOWER Zenith Gaming 64 GB,,"5,5600","2,32",,White,14.286,40
Silicon Power XPOWER AirCool 8 GB,,"4,2666","1,8",,,12.003,16
Silicon Power XPOWER AirCool 8 GB,,"4,3000","1,8",,,10.667,16
Silicon Power XPOWER AirCool 8 GB,,"4,3200","1,8",,,10,16
Silicon Power XPOWER AirCool 8 GB,,"4,3600","1,8",,,10,18
Silicon Power XPOWER AirCool 8 GB,,"4,4133","1,8",,,9.194,19
Silicon Power XPOWER AirCool 16 GB,,"4,2666","1,16",,,12.003,16
Silicon Power XPOWER AirCool 16 GB,,"4,2666","2,8",,,12.003,16
Silicon Power XPOWER AirCool 16 GB,,"4,3000","1,16",,,10.667,16
Silicon Power XPOWER AirCool 16 GB,,"4,3000","2,8",,,10.667,16
Silicon Power XPOWER AirCool 16 GB,,"4,3000","1,16",,,10.667,16
Silicon Power XPOWER AirCool 16 GB,,"4,3200","1,16",,,10,16
Silicon Power XPOWER AirCool 16 GB,,"4,3200","2,8",,,10,16
Silicon Power XPOWER AirCool 16 GB,,"4,3600","1,16",,,10,18
Silicon Power XPOWER AirCool 16 GB,,"4,3600","2,8",,,10,18
Silicon Power XPOWER AirCool 16 GB,,"4,4133","1,16",,,9.194,19
Silicon Power XPOWER AirCool 16 GB,,"4,4133","2,8",,,9.194,19
Silicon Power XPOWER AirCool 32 GB,,"4,2666","2,16",,,12.003,16
Silicon Power XPOWER AirCool 32 GB,,"4,3000","2,16",,,10.667,16
Silicon Power XPOWER AirCool 32 GB,,"4,3000","2,16",,,10.667,16
Silicon Power XPOWER AirCool 32 GB,,"4,3200","2,16",,,10,16
Silicon Power XPOWER AirCool 32 GB,,"4,3600","2,16",,,10,18
Silicon Power XPOWER AirCool 32 GB,,"4,4133","2,16",,,9.194,19
Silicon Power XPOWER Turbine 8 GB,,"4,2666","1,8",,Blue / Black,12.003,16
Silicon Power XPOWER Turbine 8 GB,,"4,3000","1,8",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 8 GB,,"4,3600","1,8",,Blue / Black,10,18
Silicon Power XPOWER Turbine 8 GB,,"4,4133","1,8",,Blue / Black,9.194,19
Silicon Power XPOWER Turbine 16 GB,,"4,3000","1,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 16 GB,,"4,3000","1,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 16 GB,,"4,3600","1,16",,Blue / Black,10,18
Silicon Power XPOWER Turbine 16 GB,,"4,4133","1,16",,Blue / Black,9.194,19
Silicon Power XPOWER Turbine 32 GB,,"4,3000","2,16",,Blue / Black,10.667,16
Silicon Power XPOWER Turbine 32 GB,,"4,3000","2,16",,Blue / Black,10.667,16
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5600","1,8",,Black,14.286,40
Silicon Power XPOWER Zenith Gaming 8 GB,,"5,5600","1,8",,White,14.286,40
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5600","1,16",,White,14.286,40
Silicon Power XPOWER Zenith Gaming 16 GB,,"5,5600","2,8",,Black,14.286,40
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","1,32",,Black,14.286,40
Silicon Power XPOWER Zenith Gaming 32 GB,,"5,5600","1,32",,White,14.286,40
Silicon Power SP004GBLFU213N01 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBLFU213X02 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBLFU240N01 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBLFU240X02 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBLFU266N02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP008GBLFU213B01 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBLFU213N02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBLFU213N21 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBLFU213N22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBLFU213X02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBLFU213X22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBLFU240B01 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBLFU240N02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBLFU240N21 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBLFU240X22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBLFU266B01 8 GB,,"4,2666","1,8",,,14.254,19
Silicon Power SP008GBLFU266N22 8 GB,,"4,2666","2,4",,,14.254,19
Silicon Power SP008GBLFU320B01 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP016GBLFU213B01 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBLFU213B21 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBLFU213N42 16 GB,,"4,2133","4,4",,,14.065,15
Silicon Power SP016GBLFU213X22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBLFU240B01 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBLFU240B21 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBLFU240B22 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBLFU240F02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBLFU266B01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBLFU266F01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBLFU320B01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBLFU320B21 16 GB,,"4,3200","2,8",,,13.75,22
Silicon Power SP016GBLFU320F01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBLFU320F02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP032GBLFU213B21 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBLFU213B22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBLFU213X22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBLFU240B21 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBLFU266F01 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBLFU266F02 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBLFU266F21 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBLFU266F22 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBLFU320B21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBLFU320B22 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBLFU320F01 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP032GBLFU320F02 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP032GBLFU320F21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP064GBLFU266F21 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBLFU266F22 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBLFU266X22 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP008GBSVU480G02 8 GB,,"5,4800","1,8",,,16.667,40
Silicon Power SP016GBSVU480G22 16 GB,,"5,4800","2,8",,,16.667,40
Silicon Power SP004GBSFU213N01 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBSFU213N02 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBSFU213X02 4 GB,,"4,2133","1,4",,,14.065,15
Silicon Power SP004GBSFU240N01 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBSFU266N02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP004GBSFU266C02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP004GBSFU240X02 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBSFU240N02 4 GB,,"4,2400","1,4",,,14.167,17
Silicon Power SP004GBSFU266X02 4 GB,,"4,2666","1,4",,,14.254,19
Silicon Power SP008GBSFU213B01 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213B02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213N02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213N21 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBSFU213N22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBSFU213X02 8 GB,,"4,2133","1,8",,,14.065,15
Silicon Power SP008GBSFU213X22 8 GB,,"4,2133","2,4",,,14.065,15
Silicon Power SP008GBSFU240B01 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBSFU240N02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBSFU240N21 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBSFU240N22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBSFU240X02 8 GB,,"4,2400","1,8",,,14.167,17
Silicon Power SP008GBSFU240X22 8 GB,,"4,2400","2,4",,,14.167,17
Silicon Power SP008GBSFU266N22 8 GB,,"4,2666","2,4",,,14.254,19
Silicon Power SP008GBSFU266X02 8 GB,,"4,2666","1,8",,,14.254,19
Silicon Power SP008GBSFU320B01 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP008GBSFU320B02 8 GB,,"4,3200","1,8",,,13.75,22
Silicon Power SP016GBSFU213B01 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBSFU213B21 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBSFU213B22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBSFU213X02 16 GB,,"4,2133","1,16",,,14.065,15
Silicon Power SP016GBSFU213X22 16 GB,,"4,2133","2,8",,,14.065,15
Silicon Power SP016GBSFU240B01 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240B02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240B21 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBSFU240F02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240X02 16 GB,,"4,2400","1,16",,,14.167,17
Silicon Power SP016GBSFU240X22 16 GB,,"4,2400","2,8",,,14.167,17
Silicon Power SP016GBSFU266B01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBSFU266B02 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBSFU266F01 16 GB,,"4,2666","1,16",,,14.254,19
Silicon Power SP016GBSFU266X02 16 GB,85.09,"4,2666","1,16",5.318,,14.254,19
Silicon Power SP016GBSFU266X22 16 GB,,"4,2666","2,8",,,14.254,19
Silicon Power SP016GBSFU320B01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320B02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320B21 16 GB,,"4,3200","2,8",,,13.75,22
Silicon Power SP016GBSFU320F01 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320F02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP016GBSFU320X02 16 GB,,"4,3200","1,16",,,13.75,22
Silicon Power SP032GBSFU213B21 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBSFU213B22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBSFU213X22 32 GB,,"4,2133","2,16",,,14.065,15
Silicon Power SP032GBSFU240B21 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBSFU240B22 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBSFU240X22 32 GB,,"4,2400","2,16",,,14.167,17
Silicon Power SP032GBSFU266B22 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBSFU266F01 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBSFU266F02 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBSFU266F21 32 GB,,"4,2666","2,16",,,14.254,19
Silicon Power SP032GBSFU266X02 32 GB,,"4,2666","1,32",,,14.254,19
Silicon Power SP032GBSFU320B21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320B22 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320F01 32 GB,,"4,3200","1,32",,,13.75,22
Silicon Power SP032GBSFU320F21 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP032GBSFU320F22 32 GB,,"4,3200","2,16",,,13.75,22
Silicon Power SP064GBSFU266F21 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBSFU266F22 64 GB,,"4,2666","2,32",,,14.254,19
Silicon Power SP064GBSFU320F21 64 GB,,"4,3200","2,32",,,13.75,22
Silicon Power SP064GBSFU320F22 64 GB,,"4,3200","2,32",,,13.75,22
Silicon Power SP008GBLVU480G02 8 GB,,"5,4800","1,8",,,16.667,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,4800","1,16",,Black,15,36
TEAMGROUP T-Force Vulcan 32 GB,,"5,5200","1,32",,Black,15.385,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Black,14.286,40
TEAMGROUP T-Force Vulcan 16 GB,,"5,5200","1,16",,Red,14.615,38
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Red,11.429,32
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Red,12.857,36
TEAMGROUP T-Force Vulcan 16 GB,,"5,5600","1,16",,Red,14.286,40
G.Skill Trident Z5 RGB Splave Edition 32 GB,,"5,6400","2,16",,Black,10,32
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"4,3000","2,8",,Black,10.667,16
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,"4,3000","2,16",,Black,10.667,16
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,"4,3000","2,16",,White,10.667,16
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"4,3000","2,8",,White,10.667,16
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,"4,3200","2,16",,White,10,16
TEAMGROUP Night Hawk RGB Gen 2 64 GB,,"4,3200","2,32",,Black,10,16
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"4,3600","2,8",,White,10,18
TEAMGROUP Night Hawk RGB Gen 2 16 GB,,"4,4000","2,8",,Black,9,18
TEAMGROUP Night Hawk RGB Gen 2 32 GB,,"4,4000","2,16",,White,9,18
Samsung M393B1G73BH0-CK0 8 GB,,"3,1600","1,8",,Green / Black,13.75,11
TEAMGROUP T-Force Delta RGB Valkyrie Edition 32 GB,,"5,5600","2,16",,Black / Silver,14.286,40
ADATA XPG SPECTRIX D50 32 GB,,"4,3200","2,16",,White,10,16
Silicon Power SP032GBLFU240BD2 32 GB,,"4,2400","2,16",,Gray,14.167,17
Silicon Power SP016GBLFU240BD2 16 GB,,"4,2400","2,8",,Gray,14.167,17
Silicon Power SP008GBLFU240ND2 8 GB,,"4,2400","2,4",,Gray,14.167,17
Silicon Power SP016GBLFU240BS2 16 GB,,"4,2400","1,16",,Gray,14.167,17
Silicon Power SP008GBLFU240BS2 8 GB,,"4,2400","1,8",,Gray,14.167,17
Silicon Power SP004GBLFU240NS2 4 GB,,"4,2400","1,4",,Gray,14.167,17
GeIL EVO V RGB 32 GB,,"5,6600","2,16",,Black,11.515,38
GeIL EVO V RGB 32 GB,,"5,6600","2,16",,White,11.515,38
TEAMGROUP Elite 16 GB,,"4,2400","2,8",,Black,13.333,16
Neo Forza FAYE 32 GB,,"4,3600","2,16",,Black / Silver,10,18
Neo Forza FAYE 64 GB,,"4,3600","2,32",,Black / Silver,10,18
Neo Forza FAYE 64 GB,,"4,3600","2,32",,Black / Silver,10,18
Neo Forza FAYE 64 GB,,"4,4000","2,32",,Black / Silver,9.5,19
Neo Forza FAYE 16 GB,,"4,4600","2,8",,Black / Silver,8.261,19
TEAMGROUP T-Force Delta RGB 64 GB,,"5,5600","2,32",,White / Silver,14.286,40
Neo Forza MARS 16 GB,,"4,3600","2,8",,Gray / Black,10,18
Neo Forza MARS 32 GB,,"4,3600","2,16",,Gray / Black,10,18
Neo Forza MARS 32 GB,,"4,3600","2,16",,Gray / Black,10,18
Neo Forza MARS 32 GB,,"4,3600","2,16",,Gray / Black,10,18
Neo Forza MARS 64 GB,,"4,3600","2,32",,Gray / Black,10,18
Neo Forza MARS 64 GB,,"4,4000","2,32",,Gray / Black,9.5,19
TEAMGROUP Elite Plus 32 GB,,"5,5200","2,16",,Silver,16.154,42
TEAMGROUP Elite Plus 32 GB,,"5,5200","1,32",,Silver,16.154,42
TEAMGROUP Elite Plus 16 GB,,"5,5200","1,16",,Silver,16.154,42
OLOy Blade RGB 32 GB,,"5,6600","2,16",,Black,12.121,40
GeIL Polaris 32 GB,,"5,5200","2,16",,Red,13.077,34
GeIL EVO V RGB 32 GB,,"5,6400","2,16",,White,11.875,38
GeIL EVO V RGB 32 GB,,"5,6400","2,16",,Black,11.875,38
OLOy Blade RGB 32 GB,,"5,6200","2,16",,Platinum,10.323,32
TEAMGROUP Elite 64 GB,,"4,2666","2,32",,Black,14.254,19
TEAMGROUP Elite 64 GB,,"4,2400","2,32",,Black,13.333,16
TEAMGROUP Elite 32 GB,,"4,2400","2,16",,Black,13.333,16
TEAMGROUP Elite 8 GB,,"4,2400","2,4",,Black,13.333,16
TEAMGROUP Elite 32 GB,,"4,2133","2,16",,Black,14.065,15
TEAMGROUP Elite 16 GB,,"4,2133","2,8",,Black,14.065,15
TEAMGROUP Elite 8 GB,,"4,2133","2,4",,Black,14.065,15
TEAMGROUP Elite 32 GB,,"4,2666","1,32",,Black,14.254,19
TEAMGROUP Elite 32 GB,,"4,2400","1,32",,Black,13.333,16
TEAMGROUP Elite 16 GB,,"4,2400","1,16",,Black,13.333,16
TEAMGROUP Elite 16 GB,,"4,2133","1,16",,Black,14.065,15
TEAMGROUP Elite 8 GB,,"4,2133","1,8",,Black,14.065,15
TEAMGROUP Elite 4 GB,,"4,2133","1,4",,Black,14.065,15
TEAMGROUP T-Create Classic 8 GB,,"4,2666","1,8",,Silver / Black,14.254,19
TEAMGROUP T-Create Classic 16 GB,,"4,2666","1,16",,Silver / Black,14.254,19
TEAMGROUP T-Create Classic 32 GB,,"4,2666","1,32",,Silver / Black,14.254,19
TEAMGROUP T-Create Classic 8 GB,,"4,3200","1,8",,Silver / Black,13.75,22
TEAMGROUP T-Create Classic 16 GB,,"4,3200","1,16",,Silver / Black,13.75,22
TEAMGROUP T-Create Classic 32 GB,,"4,3200","1,32",,Silver / Black,13.75,22
TEAMGROUP T-Create Classic 16 GB,,"4,2666","2,8",,Silver / Black,14.254,19
TEAMGROUP T-Create Classic 32 GB,,"4,2666","2,16",,Silver / Black,14.254,19
TEAMGROUP T-Create Classic 64 GB,,"4,2666","2,32",,Silver / Black,14.254,19
TEAMGROUP T-Create Classic 16 GB,,"4,3200","2,8",,Silver / Black,13.75,22
TEAMGROUP T-Create Classic 32 GB,,"4,3200","2,16",,Silver / Black,13.75,22
TEAMGROUP T-Create Classic 64 GB,,"4,3200","2,32",,Silver / Black,13.75,22
TEAMGROUP T-Force Zeus 64 GB,,"4,3200","2,32",,Red / Black,10,16
TEAMGROUP T-Force Zeus 16 GB,,"4,3200","2,8",,Red / Black,10,16
TEAMGROUP T-Force Zeus 64 GB,,"4,3200","2,32",,Red / Black,13.75,22
TEAMGROUP T-Force Zeus 32 GB,,"4,3200","2,16",,Red / Black,13.75,22
TEAMGROUP T-Force Zeus 16 GB,,"4,3200","2,8",,Red / Black,13.75,22
TEAMGROUP T-Force Zeus 64 GB,,"4,2666","2,32",,Red / Black,14.254,19
TEAMGROUP T-Force Zeus 16 GB,,"4,2666","2,8",,Red / Black,14.254,19
TEAMGROUP T-Force Zeus 32 GB,,"4,3200","1,32",,Red / Black,10,16
TEAMGROUP T-Force Zeus 8 GB,,"4,3200","1,8",,Red / Black,10,16
TEAMGROUP T-Force Zeus 32 GB,,"4,3200","1,32",,Red / Black,13.75,22
TEAMGROUP T-Force Zeus 16 GB,,"4,3200","1,16",,Red / Black,13.75,22
TEAMGROUP T-Force Zeus 8 GB,,"4,3200","1,8",,Red / Black,13.75,22
TEAMGROUP T-Force Zeus 32 GB,,"4,2666","1,32",,Red / Black,14.254,19
TEAMGROUP T-Force Zeus 8 GB,,"4,2666","1,8",,Red / Black,14.254,19
Silicon Power XPOWER Zenith RGB Gaming 64 GB,,"5,6000","2,32",,Black,13.333,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,6000","1,32",,White,13.333,40
Silicon Power XPOWER Zenith RGB Gaming 32 GB,,"5,6000","1,32",,Black,13.333,40
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,6000","1,16",,White,13.333,40
Silicon Power XPOWER Zenith RGB Gaming 16 GB,,"5,6000","1,16",,Black,13.333,40
TEAMGROUP Elite 32 GB,,"5,5200","1,32",,Black,16.154,42
TEAMGROUP Elite 8 GB,,"5,5200","1,8",,Black,16.154,42
Kingston FURY Impact 16 GB,,"4,2666","1,16",,Black,11.253,15
Kingston FURY Impact 16 GB,,"4,2666","1,16",,Black,12.003,16
PROXMEM SPEAR 32 GB,,"5,5200","2,16",,Black / Silver,15.385,40
PROXMEM SPEAR 32 GB,,"5,6800","2,16",,Black / Silver,11.176,38
PROXMEM KERBEROS 32 GB,,"4,3600","2,16",,Black / Silver,7.778,14
PROXMEM KERBEROS 32 GB,,"4,3600","2,16",,Black / Silver,10,18
PROXMEM KERBEROS 16 GB,,"4,3600","2,8",,Black / Silver,7.778,14
PROXMEM KERBEROS 16 GB,,"4,3600","2,8",,Black / Silver,10,18
PROXMEM KERBEROS 32 GB,,"5,5200","2,16",,Black / Silver,15.385,40
PROXMEM KERBEROS 32 GB,,"5,6400","2,16",,Black / Silver,11.875,38
TEAMGROUP T-Create Classic 32 GB,,"5,5200","2,16",,Black,16.154,42
Timetec PINNACLE Konduit RGB 64 GB,,"4,3200","2,32",,Black,10,16
Timetec PINNACLE Konduit RGB 32 GB,,"4,3200","1,32",,White,10,16
Timetec PINNACLE Konduit RGB 16 GB,,"4,3200","1,16",,Black,10,16
Timetec PINNACLE Konduit RGB 8 GB,,"4,3200","1,8",,Black,10,16
Timetec PINNACLE Konduit 8 GB,,"4,3600","1,8",,Black,10,18
Timetec PINNACLE Konduit RGB 64 GB,,"4,3600","2,32",,White,10,18
Timetec PINNACLE Konduit RGB 64 GB,,"4,3600","2,32",,Black,10,18
Timetec PINNACLE Konduit RGB 16 GB,,"4,3600","1,16",,Black,10,18
Timetec PINNACLE Konduit RGB 8 GB,,"4,3600","1,8",,Black,10,18
PROXMEM KERBEROS TUF 32 GB,,"5,6800","2,16",,Black / Silver,10,34
PROXMEM UNDERWORLD TUF 32 GB,,"5,6400","2,16",,Black / Gray,10,32
PROXMEM KERBEROS TUF 32 GB,,"5,6400","2,16",,Black / Silver,10,32
GeIL Polaris RGB 32 GB,,"5,6400","2,16",,Red,11.875,38
Crucial CT8G48C40S8U5 8 GB,,"5,4800","1,8",,Black,16.667,40
GeIL Polaris 32 GB,,"5,5600","2,16",,Black,16.429,46
TEAMGROUP T-Force DELTAα RGB 8 GB,,"5,5200","1,8",,Black,14.615,38
TEAMGROUP T-Force DELTAα RGB 8 GB,,"5,5200","1,8",,White,14.615,38
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,5600","1,16",,Black,14.286,40
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,5600","1,16",,White,14.286,40
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,6000","1,16",,Black,12.667,38
TEAMGROUP T-Force DELTAα RGB 16 GB,,"5,6000","1,16",,White,12.667,38
TEAMGROUP T-Force Vulcanα 16 GB,,"5,6000","1,16",,Black,12.667,38
TEAMGROUP T-Force Vulcanα 16 GB,,"5,5600","1,16",,Red,14.286,40
TEAMGROUP T-Force Vulcanα 16 GB,,"5,5200","2,8",,Red,14.615,38
TEAMGROUP T-Force Vulcanα 16 GB,,"5,5200","2,8",,Black,14.615,38
TEAMGROUP T-Force Vulcanα 8 GB,,"5,5200","1,8",,Black,14.615,38
TEAMGROUP T-Force Vulcanα 16 GB,,"5,5200","2,8",,Red,14.615,38
TEAMGROUP T-Force Vulcanα 8 GB,,"5,5200","1,8",,Red,14.615,38
TEAMGROUP T-Force Vulcanα 8 GB,,"5,5200","1,8",,Black,14.615,38
Crucial Ballistix 8 GB,,"4,2666","1,8",,Red,12.003,16
