name,price,type,frequency_response,microphone,wireless,enclosure_type,color
Koss PORTAPROKTC,,Supra-aural,"15,25",false,false,Closed,Black / Silver
Koss KEB40,,In Ear,,false,false,Closed,Black / Silver
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black
Astro A30,,Supra-aural,"15,28",true,false,Closed,Black / White
Astro 3AS50-EAW9F-319,,Circumaural,,true,true,Closed,Black / Orange
Cooler Master Storm Ceres400,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Raptor HS30,,Circumaural,"20,20",true,false,Closed,Black / Red
Corsair Raptor HS40,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs 51EF0610AA010,,In Ear,"6,23",false,false,Closed,Black / Blue
Creative Labs EP-630,,In Ear,"6,23",false,false,Closed,Black / Silver
Creative Labs Sound Blaster Tactic3D Fury,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs EVO ZxR,,Circumaural,,true,true,Closed,Black / Red
Creative Labs EVO Wireless,,Circumaural,,true,true,Closed,Black / Red
Denon AH-C300,,In Ear,"5,25",true,false,Closed,Black / Silver
AKG K350AMA,,In Ear,,false,false,Closed,Purple
Cobra EARPHONE001,,Circumaural,"20,20",true,false,Closed,Black / Blue
Cobra EHH007ORANGE,,Circumaural,"20,20",true,false,Closed,Black / Orange
Cobra e-3luered,,Circumaural,"20,20",true,false,Closed,Red
Cobra e-3luewhiteearphone,,Supra-aural,"20,20",true,false,Closed,White
Cobra e3lueblack,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Cobra ehh007red,,Circumaural,"20,20",true,false,Closed,Black / Red
Cobra E-Blue Cobra Limited Edition Pro,,Circumaural,"20,20",true,false,Closed,Black / Green
Creative Labs EF0330AA001,,Supra-aural,,false,false,Closed,Black / Silver
Creative Labs HS-620,,Circumaural,,true,false,Closed,Black / Silver
Creative Labs HS-420,,Supra-aural,,true,false,Closed,Black / Silver
Creative Labs HS-800 Fatal1ty,,Circumaural,,true,false,Closed,Black / Red
Ergoguys 2810-TI,,Circumaural,"20,20",false,false,Closed,Black / Orange
HiFiMAN HE300,,Circumaural,"15,22",false,false,Closed,Black / Silver
HiFiMAN HE400,,Circumaural,"20,35",false,false,Closed,Black / Blue
HiFiMAN HE6,,Circumaural,"8,65",false,false,Closed,Black
Labtec Axis-311,,Supra-aural,,true,false,Closed,Black
Labtec Go-420,,Supra-aural,,false,false,Closed,Black
Labtec LT215REXW,,Earbud,,false,false,Closed,Black
Logitech 960,,Supra-aural,,true,false,Closed,Black
Mad Catz TRI903590003/02/1,,Supra-aural,"20,20",true,false,Closed,Black / Red
Panasonic RP-HJE295-K,,In Ear,,false,false,Closed,Black
Panasonic RP-HS200-D,,In Ear,"10,22",false,false,Closed,Black / Orange
Perixx AX-1000B,,Circumaural,,false,false,Closed,Black / Red
Philips SHE7005A/28,,In Ear,,false,false,Closed,Black
Philips SHE3575BK/28,,In Ear,,false,false,Closed,Pink
Philips SHE9000/28,,In Ear,,false,false,Closed,Black
Philips SHL3000/28,,Supra-aural,,true,false,Closed,Black
Philips SHL3000WT/28,,Circumaural,"20,20",false,false,Closed,Black / White
Philips SHO4200BG,,Supra-aural,,false,false,Closed,Green / Blue
Philips SHO7205/BK,,Supra-aural,"12,24",false,false,Closed,Black / Red
Philips SHS390,,Supra-aural,,false,false,Closed,Black / Silver
Pioneer HDJ-500G,,Supra-aural,"5,28",false,false,Closed,Black / Green
Pioneer HDJ-500V,,Supra-aural,"5,28",false,false,Closed,Black / Purple
Pioneer SE-CL721-H,,In Ear,"5,22",false,false,Closed,Red / Silver
Plantronics GameCom 780 (Dota 2 badged),,Circumaural,,true,false,Closed,Black / Red
Plantronics AUDIO628,,Supra-aural,,true,false,Closed,Black / Blue
Pyle Audio PIEHIP20W,,In Ear,,false,false,Closed,White
Sennheiser HD360PRO,,Circumaural,"15,22",false,false,Closed,Black
Sennheiser Momentum BRV2,,Circumaural,,false,false,Closed,Brown
Sennheiser Momentum BRV3,,Circumaural,,false,false,Closed,Brown
Skullcandy PLYR 2,,Circumaural,,true,false,Closed,Black / Green
Sony CZ-MDRMA900,,Supra-aural,"5,40",false,false,Closed,Black
Sony CZ-MDRV55/BR,,Supra-aural,"5,25",false,false,Closed,Black / Red
Sony CZ-MDRV55/WHI,,Supra-aural,"5,25",false,false,Closed,White
Sony CZ-MDRZX600/BLK,,Supra-aural,"6,25",false,false,Closed,Black / Red
Sony CZ-MDRZX600/GRAY,,Supra-aural,"6,25",false,false,Closed,Black / Gray
Sony IVG-YMDRG45LP,,Supra-aural,,false,false,Closed,Black / Silver
Sony MDR-ZX300A L,,Supra-aural,,true,false,Closed,Black / Blue
Sony MDR10RBLK,,Circumaural,"5,40",true,false,Closed,Black / Silver
Sony MDR10RBLK,,Circumaural,"5,40",true,false,Closed,White
Sony MDRAS200BLK,,Earbud,,false,false,Closed,Black
Sony MDRAS200PNK,,Earbud,,false,false,Closed,Pink
Sony MDREX10LP/PNK,,In Ear,,false,false,Closed,Pink / White
Sony MDRJ10/LTPNK,,In Ear,,false,false,Closed,Pink
Sony MDRPQ2/GRAY,,Circumaural,"10,24",false,false,Closed,Gray
Sony MDRPQ2/GRN,,Circumaural,"10,24",false,false,Closed,Green
SteelSeries Siberia V2,,Circumaural,"18,28",true,false,Closed,Camo
Syba CL-AUD63062,,Circumaural,"20,20",true,false,Closed,Brown / Black
Turtle Beach EARFORCEZ11,,Circumaural,,true,false,Closed,Black
Sennheiser PC 350,,Circumaural,"10,26",true,false,Closed,Black / Silver
TekNmotion PulseWave • V2,,Circumaural,,true,false,Closed,Black / Blue
Biostar iDEQ N10,,Circumaural,"20,20",true,false,Closed,Black / Red
Cobra Cobra Pro,,Circumaural,"20,20",true,false,Closed,Black / Silver
Cobra Cobra II 705,,Circumaural,"20,20",true,false,Closed,Black / Blue
Creative Labs HITZ MA2400,,Supra-aural,"15,20",true,false,Closed,Black
Creative Labs HITZ MA2400,,Supra-aural,"15,20",true,false,Closed,White
Creative Labs 51EF0650AA005,,Supra-aural,"10,20",true,false,Closed,White
Creative Labs Recon3D Omega,,Circumaural,"20,20",true,true,Closed,Black
Genius HS-905BT,,In Ear,"20,20",true,true,Closed,Black / Blue
Hercules 4780507,,Circumaural,"20,20",false,false,Closed,Black / Silver
Koss KMO15G,,Supra-aural,"80,20",false,false,Closed,Camo
Koss KMO15P,,Supra-aural,"80,20",false,false,Closed,Camo
Koss KMO20G,,Circumaural,,false,false,Closed,Camo
Koss KMO5P,,Earbud,,false,false,Closed,Camo
Logitech H820e,,Supra-aural,"150,7",true,false,Closed,Black / Silver
Philips SHS3200/37,,Earbud,"20,20",true,false,Closed,Black
Plantronics RIG,,Circumaural,,true,false,Closed,Black / Red
Plantronics 86051-11,,Circumaural,,true,false,Closed,Black / Red
Plantronics RIG,,Circumaural,,true,false,Closed,Black / White
Sennheiser PC330,,Circumaural,"14,22",true,false,Closed,Black / Silver
Sennheiser PC 323D,,Circumaural,"15,23",true,false,Closed,Black / Silver
SteelSeries Flux In-Ear Pro,,In Ear,"15,22",true,false,Closed,Black
Syba CL-AUD23049,,Circumaural,,false,true,Closed,White / Gray
TekNmotion TM-AIR100BT,,Supra-aural,,false,true,Closed,Black / Silver
TekNmotion TM-LOND,,Circumaural,,false,false,Closed,Red / Blue
TekNmotion TM-YB100A,,Circumaural,"20,20",true,false,Closed,Black / Silver
Plantronics Gamecom 380,,Circumaural,,true,false,Closed,Black / Silver
Sennheiser HD 439,,Circumaural,"17,22.5",false,false,Closed,Black / Silver
Func HS-260,,Circumaural,"20,20",true,false,Closed,Black / Silver
Bose AE2i White,,Circumaural,,true,false,Closed,White / Gray
Bose SIE2i Orange,,Earbud,,false,false,Closed,Orange / White
Bose OE2 (Black),,Supra-aural,,false,false,Closed,Black / Silver
Bose OE2i (Black),,Supra-aural,,true,false,Closed,Black / Silver
Bose OE2i (White),,Supra-aural,,true,false,Closed,White / Gray
Bose SIE2i Blue,,In Ear,,false,false,Closed,Blue / White
Bose SIE2i Purple,,In Ear,,false,false,Closed,White / Purple
Hercules 4780514,,Supra-aural,"10,25",false,false,Closed,Black / Green
Klipsch Image S4i,,In Ear,"10,19",false,false,Closed,Black / Silver
Klipsch Image S3,,In Ear,"12,18",false,false,Closed,Black / Red
Klipsch Image S3,,In Ear,"12,18",false,false,Closed,Black / Red
Koss CLIPPER GREEN,,Supra-aural,"60,20",false,false,Closed,Green / White
Koss JAMS AA,,Earbud,"40,20",false,false,Closed,Green / White
Koss MIRAGE PINK,,In Ear,"15,20",false,false,Closed,Pink / White
Monoprice 8320,,In Ear,,false,false,Closed,Black / Silver
Philips SHS4848/28,,Earbud,"12,23.5",false,false,Closed,Pink / White
Skullcandy S2TTCB-047,,In Ear,"20,20",false,false,Closed,Black / Silver
Sony XBA-4iP,,In Ear,"3,28",false,false,Closed,Black
Klipsch Mode M40,,Circumaural,"20,20",false,false,Closed,Black / Red
Koss KSC17,,Supra-aural,"40,20",false,false,Closed,Black / Silver
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,White
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Orange / White
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Black / Yellow
Polk UltraFit 1000,,In Ear,"18,23",false,false,Closed,White
Polk UltraFit 2000,,Supra-aural,"20,23",false,false,Closed,Black / Red
Polk UltraFit 3000,,Earbud,"8,24",false,false,Closed,Black / Red
Polk UltraFit 3000,,In Ear,"8,24",false,false,Closed,White
Polk UltraFit 3000,,In Ear,"8,24",false,false,Closed,Orange / White
Polk UltraFocus 8000,,Circumaural,"8,28",false,false,Closed,Black / Silver
Rosewill RS-OW813-BK,,Circumaural,"5,25",false,false,Closed,Black / Silver
Sennheiser AMPERIOR-BLU,,Supra-aural,"16,22",false,false,Closed,Black / Blue
Sennheiser CX175,,In Ear,"17,23",false,false,Closed,Black / Silver
Sony MDREX58V/BQ,,In Ear,"5,23",false,false,Closed,Black
Adesso Xtream H3B,,Circumaural,,false,false,Closed,Black / Gray
Creative Labs Aurvana Live! 2,,Circumaural,"10,30",true,false,Closed,Black / Silver
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Blue
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Silver
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / Red
BitFenix Flo,,Circumaural,"20,20",true,false,Closed,Black / White
GAMDIAS HEPHAESTUS,,Circumaural,"20,20",true,false,Closed,White / Gray
GAMDIAS EROS,,Circumaural,"20,20",true,false,Closed,Black / Red
GAMDIAS EROS,,Circumaural,"20,20",true,false,Closed,Black / Red
GAMDIAS HEBE,,Circumaural,"20,20",true,false,Closed,Red / Silver
GAMDIAS HEBE,,Circumaural,"20,20",true,false,Closed,Red / Silver
Bose Ae2i,,Circumaural,,true,false,Closed,Black / Silver
Adesso Xtream H3W,,Circumaural,"100,20",false,true,Closed,Black / White
Koss QZPRO,88.88,Circumaural,"40,20",false,false,Closed,Black / Silver
Philips SHL3100BLK,,Circumaural,"18,20",false,false,Closed,Black / Red
Philips SHL5305TL/28,,Supra-aural,"18,21.6",true,false,Closed,Black / Green
Philips SHL5305WT/28,,Supra-aural,"18,21.6",false,false,Closed,Black / White
Philips SHO9207,,Circumaural,"12,24",false,false,Closed,Black / Red
Razer Adaro,,Circumaural,"20,20",false,false,Closed,Black / Green
Razer RZ12-01110100-R3U1,,Circumaural,"20,20",false,false,Closed,Black / Silver
Sennheiser HD335S,,Circumaural,"14,20",false,false,Closed,Black / Silver
V-MODA CROSSFADE M-80,,Supra-aural,"5,30",false,false,Closed,Black / Silver
Ozone Gaming OZONDA3HX,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZONDAST,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZRAGESTR,,Circumaural,"20,20",true,false,Closed,Black / Red
Ozone Gaming OZRAGESTW,,Circumaural,"20,20",true,false,Closed,Black / White
Ozone Gaming OZRAGESTY,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Ozone Gaming OZSPARK,,Circumaural,"20,20",true,false,Closed,Black / Red
Sennheiser HD 8 DJ,,Circumaural,"8,30",false,false,Closed,Black / Blue
Audio-Technica ATH-ADG1,,Circumaural,"5,30",true,false,Open,Black / Red
Razer Chimaera,,Circumaural,"20,20",true,true,Closed,Black / Green
Sennheiser GAME ZERO,,Circumaural,"10,26",true,false,Open,Black / White
Sennheiser IE 80,,In Ear,"10,20",false,false,Closed,Black / Silver
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Blue
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Razer Kraken Pro Neon,,Circumaural,"20,20",true,false,Closed,Black / Red
Razer Kraken Neon,,Circumaural,"20,20",false,false,Closed,Black / Green
Corsair Raptor LH2,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Corsair H2100,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Corsair H1500,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Logitech H600,,Supra-aural,,true,true,Closed,Black / Blue
Cooler Master Ceres 300,,Circumaural,"20,20",true,false,Semi-open,Black / White
Audio-Technica ATH-CHX5ISBL,,Earbud,"20,22",true,false,Closed,Blue
Audio-Technica ATH-CHX5ISRD,,Earbud,"20,22",true,false,Closed,Red
Audio-Technica ATH-CHX5ISWH,,Earbud,"20,22",true,false,Closed,White
Audio-Technica ATH-CHX7ISBK,,Earbud,"15,22",true,false,Closed,Black
Audio-Technica ATH-CHX7ISRD,,Earbud,"15,22",true,false,Closed,Red
Audio-Technica ATH-CHX7ISWH,,Earbud,"15,22",true,false,Closed,White
Audio-Technica ATH-CKP200ISBK,,Earbud,"20,23",true,false,Closed,Black
Audio-Technica ATH-CKP200ISBL,,Earbud,"20,23",true,false,Closed,Blue
Audio-Technica ATH-CKP200ISRD,,Earbud,"20,23",true,false,Closed,Red
Audio-Technica ATH-CKR3ISBK,,In Ear,"5,24",true,false,Closed,Black
Audio-Technica ATH-CKR3ISBL,,In Ear,"5,24",true,false,Closed,Blue
Audio-Technica ATH-CKR3ISRD,,In Ear,"5,24",true,false,Closed,Red
Audio-Technica ATH-CKR3ISWH,,In Ear,"5,24",true,false,Closed,White
Bose 715593-0010,,In Ear,,false,false,Closed,Black / Clear
Bose 715593-0020,,In Ear,,false,false,Closed,White
Bose 715593-0030,,In Ear,,false,false,Closed,Red
Bose 715593-0040,,In Ear,,false,false,Closed,Black / Clear
Bose 715593-0050,,In Ear,,false,false,Closed,White
Bose 715593-0060,,In Ear,,false,false,Closed,Red
Bose 715593-0070,,In Ear,,false,false,Closed,Black / Clear
Bose 717534-0010,,In Ear,,true,false,Closed,Black / Blue
Bose 717534-0020,,In Ear,,true,false,Closed,Orange / White
Bose 717534-0030,,In Ear,,true,false,Closed,Green
Bose 717534-0040,,In Ear,,true,false,Closed,Green
Creative Labs Aurvana Live!,,Circumaural,"10,30",false,false,Closed,Black
Hercules 4780548,,Circumaural,"10,25",false,false,Closed,Black / Silver
I/O Magic NE9783,,Earbud,,false,false,Closed,Black / Red
Philips SHP3000,,Circumaural,"20,20",false,false,Closed,Black
Philips X1/28,,Circumaural,,true,false,Open,Black / Silver
Plantronics 20045001P,,In Ear,,false,false,Closed,Black / Blue
Plantronics 20046001,,In Ear,,false,false,Closed,Black / Green
Polk UltraFit 500,,In Ear,"18,23",false,false,Closed,Black / Gold
Sennheiser CX 1.00 Black,,Earbud,"17,20",false,false,Closed,Black / Silver
Sennheiser CX 1.00 White,,Earbud,"17,20",false,false,Closed,White
Sennheiser CX 2.00G Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 2.00G White,,Earbud,,true,false,Closed,White
Sennheiser CX 2.00i Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 2.00i White,,Earbud,,true,false,Closed,White
Sennheiser CX 3.00 Red,,Earbud,,false,false,Closed,Black / Red
Sennheiser CX 5.00G Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 5.00i Black,,Earbud,,true,false,Closed,Black / Silver
Sennheiser CX 5.00i White,,Earbud,,true,false,Closed,White
Sennheiser M2 IEG,,In Ear,"15,22",true,false,Closed,Black / Red
Sennheiser MOMENTUM BLUE,,Supra-aural,"16,22",true,false,Closed,Blue / Silver
Sennheiser MOMENTUM GREEN,,Supra-aural,"16,22",true,false,Closed,Green
Sennheiser MOMENTUM PINK,,Supra-aural,"16,22",true,false,Closed,Red / Silver
Thermaltake DRACCO,,Circumaural,"10,22",false,false,Closed,Multicolor
Yamaha EPH-50BL,,Earbud,"20,21",false,false,Closed,Black
Adesso Xtream H2B,,Supra-aural,"140,20",false,true,Closed,Black / Red
Adesso Xtream H2W,,Supra-aural,"140,20",false,true,Closed,Green / White
Altec Lansing Foldable OTH,,Supra-aural,,false,true,Closed,Red / White
Asus CINEVIBE/BLK,,Supra-aural,"20,20",true,false,Closed,Black / Red
Asus STRIX PRO,,Circumaural,"20,20",true,false,Closed,Black / Orange
Creative Labs Tactic3D Rage Wireless V2.0,,Circumaural,"20,20",true,true,Closed,Black / Red
Creative Labs Tactic3D Rage V2.0,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs Sound Blaster Inferno,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs 70GH030000000,,Supra-aural,"20,20",false,true,Closed,Black
Creative Labs Wireless V2.0,,Circumaural,"20,20",true,true,Closed,Black / Red
Genius 31710188100,,Circumaural,,false,true,Closed,White
Genius 31710188101,,Circumaural,,false,true,Closed,Black
Genius 31710188102,,Circumaural,,false,true,Closed,Pink
Genius 31710188103,,Circumaural,,false,true,Closed,Blue
Gigabyte FORCE H3X,,Circumaural,"20,20",true,false,Closed,Black
Klipsch KG-300,,Circumaural,"16,23",true,true,Closed,Black
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / White
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / Silver
Mad Catz F.R.E.Q. 3,,Circumaural,"20,20",false,false,Closed,Black / Red
Mad Catz TRI903570A04/02/1,,Circumaural,,true,false,Closed,Black / Blue
Mad Catz Titanfall F.R.E.Q.4D,,Circumaural,"20,20",false,false,Closed,Orange / White
Mionix NASH 20,,Circumaural,"20,20",true,false,Closed,Black
Philips SHB7000/BK,,Circumaural,,true,true,Closed,Black / Red
Philips SHB7000/WT,,Circumaural,,true,true,Closed,Blue / White
Philips SHG7980,,Circumaural,,true,false,Closed,Black / Red
Plantronics GAMECOM 308,,Supra-aural,"20,20",true,false,Closed,Black
Plantronics GAMECOM 388,,Circumaural,"20,20",true,false,Closed,Black
Plantronics GAMECOM COMMANDER,,Circumaural,,true,false,Closed,Black
Plantronics .Audio 355,,Circumaural,"20,20",true,false,Closed,Black
Plantronics RIG 7.1,,Circumaural,,true,false,Closed,Black / Red
PNY AUD-E-202-WH-A-RB,,In Ear,,false,false,Closed,White
Razer RZ04-00470100-R3U1,,Circumaural,,true,true,Closed,Black
Razer BlackShark,,Circumaural,,true,false,Closed,Black / Green
ROCCAT SYVA,,Earbud,"20,20",true,false,Closed,Black / Blue
ROCCAT Kave XTD Stereo,,Circumaural,"20,20",true,false,Closed,Black / Blue
ROCCAT Kave XTD Stereo Camo Charge,,Circumaural,"20,20",true,false,Closed,Camo
ROCCAT Kave XTD Stereo Naval Storm,,Circumaural,"20,20",true,false,Closed,Black / Gray
ROCCAT Kave XTD Stereo Desert Strike,,Circumaural,"20,20",true,false,Closed,Black / Green
ROCCAT Kulo,,Supra-aural,"20,20",true,false,Closed,Black
Sennheiser CX 686G,,Earbud,"18,20",false,false,Closed,Green
Sennheiser M2 AEG Ivory,,Circumaural,"16,22",true,false,Closed,Black / White
Sennheiser M2 OEG Ivory,,Circumaural,"16,22",true,false,Closed,Black / White
Sennheiser OCX 686G,,Earbud,"18,20",false,false,Closed,Green
Sennheiser PMX 686G,,Earbud,"18,20",false,false,Closed,Green
Sennheiser RS 165,,Circumaural,"18,21",false,true,Closed,Black / Silver
Skullcandy S5URDY-003,,Supra-aural,,false,false,Closed,Black
SteelSeries Siberia Elite,,Circumaural,"16,28",true,false,Closed,Black
SteelSeries Elite World of Warcraft,,Circumaural,,true,false,Closed,Black / Silver
SteelSeries Sims 4,,Supra-aural,"20,20",true,false,Closed,White
SteelSeries Elite Prism,,Circumaural,"16,28",true,false,Closed,Black / White
SteelSeries Elite Prism,,Circumaural,"16,28",true,false,Closed,Black
SteelSeries Siberia v3,,Circumaural,"20,20",true,false,Closed,Black / White
SteelSeries Siberia v3,,Circumaural,"20,20",true,false,Closed,Black
SteelSeries Siberia RAW,,Circumaural,"20,20",true,false,Closed,White
Syba CL-AUD63089,19.98,Circumaural,"20,20",true,false,Closed,White / Black
Syba SHELL210,,Circumaural,"20,20",true,false,Closed,Black / Red
Syba BT210,,Circumaural,"20,20",true,true,Closed,Black / Red
Syba SHELL210,,Circumaural,"20,20",true,false,Closed,Black / Gold
Syba PC210-I,,Circumaural,"20,20",true,false,Closed,Black
TekNmotion Yapster Plus,,Circumaural,,true,false,Closed,Black
TekNmotion Yapster Plus,,Circumaural,,true,false,Closed,White
Thermaltake Cronos Team DK Edition,,Circumaural,,true,false,Closed,White
Thermaltake DRACCO Funky Pink,,Circumaural,,false,false,Closed,Black / Pink
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Red
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Blue
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Orange
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,White
Thermaltake SHOCK,,Circumaural,"20,20",true,false,Closed,Black / Yellow
Thermaltake SHOCK SPIN,,Circumaural,"15,20",true,false,Closed,Black
Thermaltake SHOCK SPIN,,Circumaural,"15,20",true,false,Closed,Black / Red
Thermaltake SHOCK SPIN,,Circumaural,"15,20",true,false,Closed,Black / White
Thermaltake SYBARIS,,Circumaural,"20,20",true,true,Closed,Black / Red
Thermaltake VERTO,,Circumaural,"10,22",true,false,Closed,Black / Red
Turtle Beach DP11,,Circumaural,,true,false,Closed,Black / Red
Turtle Beach Titanfall Ear Force Atlas,,Circumaural,,true,false,Closed,Black / White
Turtle Beach EarForce Z2,,Circumaural,"20,20",true,false,Closed,Black / Silver
Turtle Beach Z11,,Circumaural,"20,20",true,false,Closed,Black
Turtle Beach Ear Force XP Seven,,Circumaural,,true,false,Closed,Black / White
Turtle Beach Ear Force PX3,,Circumaural,,true,false,Closed,Black / Silver
Turtle Beach P4C,,Circumaural,,true,false,Closed,Black / Blue
Turtle Beach TBS-4256-01,,Circumaural,,true,false,Closed,Black / Blue
V7 HS2000-35-BLK-9NC,,Supra-aural,"20,20",true,false,Closed,Black
V7 HS2000-35-WHT-9NC,,Circumaural,"20,20",true,false,Closed,White
V7 HS6000-BT-BLK-9NC,,Supra-aural,"20,20",true,true,Closed,Black / Silver
V7 HS6000-BT-WHT-9NC,,Supra-aural,"20,20",true,true,Closed,White
Zalman ZM-HPS10BT,,Supra-aural,"100,20",true,false,Closed,Black
Klipsch Image X5,,Earbud,"10,19",false,false,Closed,Black / Silver
Klipsch R6i White,,In Ear,,false,false,Closed,White
Klipsch R6m,,In Ear,,true,false,Closed,Black
Klipsch R6 White,,In Ear,,false,false,Closed,White
Sennheiser CX 3.00 White,,Earbud,,false,false,Closed,White
Sennheiser CX 5.00G White,,In Ear,,true,false,Closed,White
Sennheiser M2 AEG Black,,Circumaural,"16,22",true,false,Closed,Black / Silver
Sennheiser M2 OEG Black,,Supra-aural,"16,22",true,false,Closed,Black / Silver
Sennheiser URBANITE XL WIRELESS,,Circumaural,,true,true,Closed,Black / White
Bose 625946-0010,,In Ear,,true,false,Closed,Blue / White
Bose 625946-0020,,In Ear,,true,false,Closed,Green
Bose 625946-0010,,In Ear,,true,false,Closed,Blue / White
Rosewill E-210-WH,,Earbud,"10,22",true,false,Closed,White
Rosewill E-340,,Earbud,"12,22",false,false,Closed,Black
Rosewill E-360-BKR,,Earbud,"10,22",false,false,Closed,Black / Red
Rosewill E-360-BLE,,Earbud,"10,22",false,false,Closed,Blue
Rosewill E-550,,In Ear,"12,22",false,false,Closed,Gunmetal
Rosewill E-860,,Earbud,"12,22",false,false,Closed,Black / Silver
TAKSTAR HI-2050,,Circumaural,"15,25",false,false,Open,Black / Silver
JayBird BlueBuds X Sport,,In Ear,"20,20",false,true,Closed,Black / Silver
AKG K553 PRO,,Circumaural,"20,20",false,false,Closed,Black
Corsair VOID Stereo,,Circumaural,"20,20",true,false,Closed,Black
Astro A38,,Supra-aural,"15,20",true,true,Closed,Black / Blue
Astro A40,,Circumaural,"20,21",true,false,Closed,Orange / White
Astro A40,,Circumaural,"15,20",true,false,Closed,Black
Astro A40,,Circumaural,"20,21",true,false,Closed,Orange / White
Asus STRIX DSP,,Circumaural,"20,20",true,false,Closed,Black / Orange
Audio-Technica ATH-AG1,,Circumaural,"5,35",true,false,Closed,Black / Gold
Audio-Technica ATH-PG1,,Circumaural,"20,20",true,false,Closed,Black / Gold
Corsair Gaming H2100,,Circumaural,"20,20",true,true,Closed,Black / Yellow
Creative Labs EVO Zx,,Supra-aural,"20,20",true,true,Closed,Black / Red
Creative Labs DRACO HS880,,Circumaural,"20,20",true,false,Closed,Black / Red
CTA Digital US-UGH,,Circumaural,"20,20",true,false,Closed,Black
Cyber Acoustics AC-8001,19.98,Circumaural,"20,20",true,false,Closed,Black / Silver
Cyber Acoustics AC-8003,,Supra-aural,"20,20",true,false,Closed,Black / Silver
Func HS-260,,Circumaural,,true,false,Closed,Black / White
Genius Junceus HS-G650,,Circumaural,"20,20",true,false,Closed,Black / Blue
Klipsch KG-300,,Circumaural,"16,23",true,true,Closed,Black
Mad Catz F.R.E.Q.9,,Circumaural,,true,true,Closed,Black / Red
Mad Catz F.R.E.Q.TE,,Circumaural,,true,false,Closed,Black / Blue
Panasonic RP-DJS150M-K,,Supra-aural,,true,false,Closed,Black
Panasonic RP-DJS150M-W,31.99,Supra-aural,,true,false,Closed,White
Plantronics 202239-01,,Supra-aural,,true,false,Closed,Black / Silver
Plantronics GAMECOM 818,,Circumaural,,true,true,Closed,Black / Orange
Plantronics 89918-79,,Supra-aural,,true,false,Closed,Black
Plantronics .AUDIO 646 DSP,,Supra-aural,,true,false,Closed,Black / Blue
Razer Kraken Pro 2015,178.06,Circumaural,"20,20",true,false,Closed,Black / Green
ROCCAT ANALOG,,Circumaural,"20,20",true,false,Closed,Black / Blue
Sennheiser M2 AEi Ivory,,Circumaural,"16,22",true,false,Closed,Brown
Sennheiser M2 OEi Ivory,,Circumaural,"16,22",true,false,Closed,Brown
Sony 3000398,,Supra-aural,,true,false,Closed,Black / Blue
SteelSeries Siberia v2 DOTA 2,,Circumaural,"18,28",true,false,Closed,Black / Red
SteelSeries Siberia X300,,Circumaural,,true,false,Open,Black
SteelSeries Siberia P100,,Circumaural,,true,false,Closed,Black
Thermaltake SHOCK 3D 7.1,,Circumaural,"20,20",true,false,Closed,Black / Red
Turtle Beach TBS232001,,Circumaural,"20,20",true,false,Semi-open,Black / Green
Bose AE2,,Circumaural,,false,false,Closed,Black / Silver
Feenix Aria,,Circumaural,"10,26",false,false,Closed,Brown / Black
Asus STRIX 7.1,,Circumaural,"20,20",true,false,Closed,Black / Orange
Feenix Aria,,Circumaural,,true,false,Closed,Brown / Black
Creative Labs H5,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs H3,,Circumaural,"20,20",true,false,Closed,Black / Red
Creative Labs P5,,Earbud,,true,false,Closed,Black / Red
G.Skill RIPJAWS SR910,,Circumaural,"20,20",true,false,Closed,Black / Red
